# Title: Stellar Rotation Periods of the Kepler Objects of Interest: A Dearth of Close-in Planets around Fast Rotators
# Authors: A. McQuillan, T. Mazeh and S. Aigrain
#
# Table 1. Stellar rotation periods for the KOIs.
#
# koi_id - KOI number
# keplerid - KIC number
# teff - KIC effective temperature (K)
# logg - KIC surface gravity (dex)
# R_pl - Planet Radius (R_earth) from the NASA Exoplanet Archive (NEA)
# P_orb - Planet orbital period (days) from the NASA Exoplanet Archive (NEA)
# P_rot - Stellar rotation period (days)
# P_rot_err - Uncertainty on P_rot
# R_var - amplitude of periodic variablity (mmags)
# Flag - N - KIC values missing so NEA values used; G - likely giant;  E - published EB; 
# ... B - published blend; T - likely eclipsing binary identified in this work; 
# ... C - centroid motion shows transit and rotation modulation on different stars.
#
#
koi_id,keplerid,teff,logg,R_pl,P_orb,P_rot,P_rot_err,R_var,Flag
2900,4846856,5046,4.27,2.00,46.152,11.467,0.008,7.21,-
2910,4483138,4828,4.40,2.40,15.362,22.168,0.089,5.59,-
2914,6837283,6218,4.15,2.00,21.118,4.064,0.001,0.49,-
2924,7609553,4850,4.33,0.95,2.280,20.724,0.013,14.18,-
2926,10122538,3903,4.74,2.50,5.535,23.907,0.066,12.62,-
2931,8611257,4982,4.64,1.70,99.248,31.324,3.068,3.74,-
2951,4991208,5568,4.91,0.97,2.444,22.570,0.102,2.21,-
2958,10597693,6121,4.49,2.30,31.608,10.244,0.255,1.47,-
2961,10471515,6200,3.99,1.61,3.785,11.871,0.075,0.65,-
2971,4770174,6013,4.44,1.16,6.096,5.513,0.008,0.69,-
2976,6438099,5138,4.96,2.80,21.613,18.542,0.024,10.28,-
2981,9076971,4946,4.47,2.10,9.067,27.588,0.167,4.26,-
2982,8360640,5333,4.55,1.93,4.022,13.487,0.007,20.31,-
2989,6636320,5217,4.83,1.57,6.331,28.728,3.980,3.75,-
2992,8509442,3952,4.72,18.60,82.660,15.022,0.005,7.39,-
2996,12021625,5223,4.62,24.00,15.931,28.268,0.323,4.30,-
2998,4175630,5613,4.71,3.30,28.223,13.899,0.060,9.13,-
3010,3642335,3903,4.74,1.41,60.871,14.378,0.003,7.42,-
3013,11565544,5543,4.71,1.88,3.766,25.657,0.303,4.53,-
3020,8241079,5946,4.27,1.55,10.919,9.585,0.192,0.91,-
3026,6929841,4901,4.24,4.10,3.516,14.552,0.061,7.49,-
3027,11137180,4915,4.67,2.00,6.070,17.299,0.014,13.73,-
3029,5903749,5299,4.41,1.12,6.347,18.766,0.169,7.26,-
3034,2973386,3903,4.74,1.71,31.021,38.371,0.144,5.16,-
3049,6263593,4462,4.71,1.34,22.477,11.911,0.039,9.58,-
3052,8827575,5284,4.40,0.92,10.129,27.820,0.267,2.40,-
3060,11019987,6299,4.37,1.03,6.913,13.130,0.249,0.47,-
3061,4857058,4959,4.33,2.10,7.328,29.484,4.498,3.44,-
3065,5040077,5589,4.51,1.92,0.896,15.033,0.104,7.65,-
3071,5865654,4807,4.19,2.93,23.958,28.856,0.385,3.43,-
3083,7106173,5698,4.55,0.68,6.232,21.223,0.533,1.32,-
3090,6609270,3854,4.72,1.52,3.822,27.227,0.091,11.48,-
3093,5096590,5623,4.65,1.14,29.609,22.065,2.262,1.58,-
3095,9650989,5700,4.55,1.70,3.424,19.213,0.164,4.36,-
3109,11572193,5952,4.41,1.64,10.676,5.464,0.007,1.27,N
3112,7022573,5301,4.62,2.00,2.119,34.116,0.042,5.87,-
3117,6523351,5489,4.16,1.69,6.067,23.937,0.316,4.04,-
3130,10252275,4982,4.40,0.84,5.653,27.016,0.398,3.39,-
3144,5688790,3471,4.88,2.20,8.075,32.785,6.015,7.71,-
1,11446443,5713,4.14,14.400,2.471,nan,nan,nan,-
2,10666592,6264,3.79,22.300,2.205,nan,nan,nan,N
5,8554498,5861,4.17,5.660,4.780,nan,nan,nan,-
7,11853905,5857,4.17,3.720,3.214,nan,nan,nan,-
10,6922244,6213,4.17,15.900,3.522,nan,nan,nan,-
13,9941662,8848,3.93,23.000,1.764,nan,nan,nan,-
17,10874614,5647,4.24,11.070,3.235,nan,nan,nan,-
18,8191672,6297,4.07,17.400,3.548,nan,nan,nan,-
20,11804465,5947,4.10,17.600,4.438,nan,nan,nan,-
22,9631995,5972,4.50,11.270,7.891,nan,nan,nan,-
46,10905239,5250,3.50,4.330,3.488,nan,nan,nan,G
69,3544595,5593,4.50,1.500,4.727,nan,nan,nan,-
70,6850504,5468,4.40,1.970,3.696,nan,nan,nan,-
72,11904151,5627,4.35,1.380,0.837,nan,nan,nan,-
75,7199397,5925,3.80,8.800,105.885,nan,nan,nan,-
84,2571238,5541,4.59,2.530,9.287,nan,nan,nan,-
87,10593626,5510,4.40,2.100,289.862,nan,nan,nan,-
89,8056665,7490,3.90,4.700,84.689,nan,nan,nan,-
94,6462863,6090,4.08,1.730,3.743,nan,nan,nan,-
97,5780885,5944,4.27,16.100,4.885,nan,nan,nan,-
98,10264660,6395,4.11,10.000,6.790,nan,nan,nan,-
99,8505215,4951,4.33,3.400,579.931,nan,nan,nan,-
102,8456679,5919,3.90,3.630,1.735,nan,nan,nan,-
104,10318874,4786,4.70,3.360,2.508,nan,nan,nan,-
105,8711794,5450,3.96,3.350,8.981,nan,nan,nan,-
108,4914423,5975,4.30,2.940,15.965,nan,nan,nan,-
110,9450647,6344,4.35,3.000,9.941,nan,nan,nan,-
111,6678383,5711,4.20,2.140,11.428,nan,nan,nan,-
112,10984090,5839,4.31,1.200,3.709,nan,nan,nan,-
113,2306756,5362,4.34,84.000,386.590,nan,nan,nan,-
116,8395660,5865,4.40,0.810,6.165,nan,nan,nan,-
117,10875245,5725,4.47,1.580,3.180,nan,nan,nan,-
118,3531558,5605,4.49,1.690,24.993,nan,nan,nan,-
119,9471974,5380,4.44,3.900,49.184,nan,nan,nan,-
122,8349582,5714,4.38,2.780,11.523,nan,nan,nan,-
123,5094751,5994,4.30,2.640,6.482,nan,nan,nan,-
124,11086270,6076,4.25,3.010,12.691,nan,nan,nan,-
127,8359498,5570,4.53,10.930,3.579,nan,nan,nan,-
128,11359879,5718,4.18,11.970,4.943,nan,nan,nan,-
131,7778437,6244,4.40,9.000,5.014,nan,nan,nan,-
137,8644288,5398,4.40,1.820,3.505,nan,nan,nan,-
138,8506766,6772,4.12,23.300,48.938,nan,nan,nan,-
141,12105051,5277,4.60,5.430,2.624,nan,nan,nan,-
144,4180280,4724,4.00,3.030,4.176,nan,nan,nan,-
148,5735762,5190,4.40,2.140,4.778,nan,nan,nan,-
149,3835670,6059,4.23,5.510,14.557,nan,nan,nan,-
150,7626506,5538,4.29,3.500,8.409,nan,nan,nan,-
151,2307199,6028,4.40,6.000,13.447,nan,nan,nan,-
152,8394721,6187,4.54,3.300,13.485,nan,nan,nan,-
153,12252424,4725,4.50,2.070,4.754,nan,nan,nan,-
155,8030148,5651,4.18,3.740,5.661,nan,nan,nan,-
157,6541920,5685,4.30,1.720,10.300,nan,nan,nan,-
159,8972058,5823,4.30,1.330,2.404,nan,nan,nan,-
161,5084942,4768,4.04,2.680,3.106,nan,nan,nan,-
162,8107380,5632,4.45,2.540,14.006,nan,nan,nan,-
166,2441495,5216,4.24,2.500,12.493,nan,nan,nan,-
167,11666881,6285,4.60,2.450,4.920,nan,nan,nan,-
168,11512246,5877,3.97,1.950,7.107,nan,nan,nan,-
171,7831264,6287,4.41,2.740,5.969,nan,nan,nan,-
172,8692861,5603,4.80,2.210,13.722,nan,nan,nan,-
173,11402995,5752,4.51,2.480,10.061,nan,nan,nan,-
174,10810838,4768,4.60,1.940,56.354,nan,nan,nan,-
176,6442377,6340,4.49,2.600,30.229,nan,nan,nan,-
177,6803202,5620,4.38,1.840,21.060,nan,nan,nan,-
179,9663113,5827,4.42,3.700,20.741,nan,nan,nan,-
186,12019440,5826,4.56,12.300,3.243,nan,nan,nan,-
187,7023960,5768,4.70,14.200,30.883,nan,nan,nan,-
189,11391018,4787,4.50,9.880,30.360,nan,nan,nan,-
191,5972334,5495,4.52,1.240,0.709,nan,nan,nan,-
192,7950644,5936,4.46,10.100,10.291,nan,nan,nan,-
193,10799735,5883,4.46,14.000,37.590,nan,nan,nan,-
195,11502867,5604,4.50,11.700,3.218,nan,nan,nan,-
196,9410930,5585,4.51,9.400,1.856,nan,nan,nan,-
199,10019708,6214,4.60,11.000,3.269,nan,nan,nan,-
200,6046540,5774,4.69,8.600,7.341,nan,nan,nan,-
201,6849046,5491,4.45,10.000,4.225,nan,nan,nan,-
204,9305831,5287,4.48,7.100,3.247,nan,nan,nan,-
205,7046804,5060,4.57,7.700,11.720,nan,nan,nan,E
206,5728139,5771,4.34,8.100,5.334,nan,nan,nan,-
209,10723750,6221,4.48,5.740,18.796,nan,nan,nan,-
211,10656508,6072,4.41,9.600,124.000,nan,nan,nan,-
214,11046458,5322,4.44,7.100,3.312,nan,nan,nan,-
220,7132798,5388,4.87,3.620,2.422,nan,nan,nan,-
221,3937519,5176,4.69,4.800,3.413,nan,nan,nan,-
222,4249725,4353,4.71,2.260,6.313,nan,nan,nan,-
223,4545187,5128,4.66,2.840,3.177,nan,nan,nan,-
226,5959753,5043,4.89,2.330,8.308,nan,nan,nan,-
232,4833421,5868,4.68,1.920,5.766,nan,nan,nan,-
234,8491277,5735,4.36,3.000,9.614,nan,nan,nan,-
235,8107225,5041,4.65,1.910,5.633,nan,nan,nan,-
238,7219825,6032,4.44,2.500,17.232,nan,nan,nan,-
239,6383785,5983,4.54,1.410,3.623,nan,nan,nan,-
240,8026752,5996,4.60,4.200,4.287,nan,nan,nan,-
241,11288051,5055,4.85,0.930,3.411,nan,nan,nan,-
245,8478994,5288,4.40,0.340,13.367,nan,nan,nan,-
246,11295426,5754,4.20,2.530,5.399,nan,nan,nan,-
255,7021681,3907,4.69,2.630,27.522,nan,nan,nan,-
260,8292840,6500,4.50,1.660,10.496,nan,nan,nan,-
263,10514430,5820,4.10,2.020,20.719,nan,nan,nan,-
265,12024120,6032,4.38,1.290,3.568,nan,nan,nan,-
270,6528464,5750,4.50,1.800,12.582,nan,nan,nan,-
273,3102384,5503,4.76,1.820,10.574,nan,nan,nan,-
274,8077137,6090,4.10,1.130,15.092,nan,nan,nan,-
275,10586004,5750,4.00,1.960,15.792,nan,nan,nan,-
276,11133306,5949,4.36,2.500,41.746,nan,nan,nan,-
277,11401755,6250,4.50,1.210,13.849,nan,nan,nan,-
280,4141376,6435,4.22,2.530,11.873,nan,nan,nan,-
281,4143755,5699,3.89,3.900,19.557,nan,nan,nan,-
282,5088536,6250,4.50,1.030,8.457,nan,nan,nan,-
284,6021275,5898,4.13,1.090,6.178,nan,nan,nan,-
285,6196457,5750,4.00,3.510,13.749,nan,nan,nan,-
289,10386922,6250,4.50,2.080,27.000,nan,nan,nan,-
291,10933561,5491,4.61,2.140,8.130,nan,nan,nan,-
292,11075737,5780,4.40,1.640,2.587,nan,nan,nan,-
296,11802615,5811,4.39,2.400,28.862,nan,nan,nan,-
298,12785320,5250,4.50,1.250,19.960,nan,nan,nan,-
301,3642289,6131,4.34,1.730,6.003,nan,nan,nan,-
303,5966322,5497,4.50,3.120,60.929,nan,nan,nan,-
307,6289257,6081,4.39,1.150,5.211,nan,nan,nan,-
308,6291837,6054,4.14,3.150,35.597,nan,nan,nan,-
312,7050989,6000,4.00,1.910,11.579,nan,nan,nan,-
313,7419318,5205,4.35,1.610,8.436,nan,nan,nan,-
316,8008067,5561,4.32,2.150,7.306,nan,nan,nan,-
317,8121310,6464,4.06,4.300,22.208,nan,nan,nan,-
321,8753657,5538,4.30,1.500,2.426,nan,nan,nan,-
330,11361646,5749,4.25,0.990,1.889,nan,nan,nan,-
331,10285631,5335,4.86,3.540,18.684,nan,nan,nan,-
332,10290666,5552,4.73,1.920,5.459,nan,nan,nan,-
337,10545066,5778,4.55,1.960,19.783,nan,nan,nan,-
343,10982872,5703,4.45,1.860,2.024,nan,nan,nan,-
349,11394027,5652,4.36,2.500,14.387,nan,nan,nan,-
351,11442793,6103,4.53,2.600,59.740,nan,nan,nan,-
352,11521793,5714,4.39,2.240,27.082,nan,nan,nan,-
353,11566064,6679,4.37,2.300,30.653,nan,nan,nan,-
356,11624249,5124,4.07,5.730,1.827,nan,nan,nan,-
360,12107021,6250,4.50,0.690,5.942,nan,nan,nan,-
365,11623629,5451,4.40,2.290,81.737,nan,nan,nan,-
366,3545478,6219,3.60,10.600,75.112,nan,nan,nan,-
368,6603043,9034,4.13,18.900,110.322,nan,nan,nan,-
369,7175184,6153,4.46,1.330,5.885,nan,nan,nan,-
370,8494142,6207,3.83,2.650,22.950,nan,nan,nan,-
371,5652983,4997,3.60,84.000,498.393,nan,nan,nan,G
373,7364176,5816,4.26,2.520,135.190,nan,nan,nan,-
374,8686097,5829,4.28,3.050,172.691,nan,nan,nan,-
375,12356617,5692,4.43,10.400,600.000,nan,nan,nan,-
379,2446113,6203,4.11,2.020,23.136,nan,nan,nan,-
384,3353050,5744,4.30,1.850,5.080,nan,nan,nan,-
385,3446746,5466,4.42,2.060,13.145,nan,nan,nan,-
388,3831053,5750,4.00,3.010,6.149,nan,nan,nan,-
392,3942670,5684,4.28,1.330,12.611,nan,nan,nan,-
393,3964109,6084,4.75,1.970,21.417,nan,nan,nan,-
401,3217264,5264,4.18,7.240,29.199,nan,nan,nan,-
403,4247092,5565,4.44,42.000,21.056,nan,nan,nan,-
409,5444548,5709,5.01,2.240,13.249,nan,nan,nan,-
410,5449777,5968,4.38,45.000,7.217,nan,nan,nan,-
412,5683743,5584,4.28,6.600,4.147,nan,nan,nan,-
415,6289650,5823,4.36,7.900,166.788,nan,nan,nan,-
416,6508221,5083,4.65,2.900,18.208,nan,nan,nan,-
420,8352537,4687,4.51,3.650,6.010,nan,nan,nan,-
422,9214713,6002,4.40,15.000,480.000,nan,nan,nan,-
426,10016874,5796,4.33,3.500,16.301,nan,nan,nan,-
428,10418224,6127,4.55,7.000,6.873,nan,nan,nan,-
431,10843590,5249,4.43,3.200,18.870,nan,nan,nan,-
433,10937029,5237,4.37,4.600,4.030,nan,nan,nan,-
435,11709124,5709,4.66,3.600,20.550,nan,nan,nan,-
439,12470954,5267,4.90,3.600,1.902,nan,nan,nan,-
440,2438264,4980,4.56,2.300,4.973,nan,nan,nan,-
442,3745690,5750,4.54,1.160,1.732,nan,nan,nan,-
443,3833007,5614,4.62,3.000,16.218,nan,nan,nan,-
452,6291033,5935,4.41,2.550,3.706,nan,nan,nan,-
454,7098355,5138,4.57,2.900,29.008,nan,nan,nan,-
456,7269974,5644,4.51,1.660,4.309,nan,nan,nan,-
458,7504328,5593,4.28,8.300,53.718,nan,nan,nan,-
459,7977197,5601,4.43,1.340,6.920,nan,nan,nan,-
460,8043638,5387,4.33,3.700,17.588,nan,nan,nan,-
465,8891318,6029,4.48,3.900,349.887,nan,nan,nan,-
467,9583881,5583,4.54,5.000,18.009,nan,nan,nan,-
468,9589524,4999,4.50,3.400,22.184,nan,nan,nan,-
469,9703198,6005,4.63,5.900,10.329,nan,nan,nan,-
471,10019643,5548,4.67,1.040,7.811,nan,nan,nan,-
473,10155434,5379,4.69,3.200,12.707,nan,nan,nan,-
475,10577994,5056,4.54,2.250,8.181,nan,nan,nan,-
476,10599206,4993,4.51,2.200,18.428,nan,nan,nan,-
479,11015323,5602,4.53,3.400,34.189,nan,nan,nan,-
481,11192998,5227,4.64,1.700,1.554,nan,nan,nan,-
483,11497977,5410,4.70,2.460,4.799,nan,nan,nan,-
484,12061222,5065,4.76,2.460,17.205,nan,nan,nan,-
486,12404305,5625,5.00,2.440,22.183,nan,nan,nan,-
487,12834874,5463,4.51,2.700,7.659,nan,nan,nan,-
488,2557816,5488,4.49,2.310,9.379,nan,nan,nan,-
490,3239945,4781,4.40,1.620,4.393,nan,nan,nan,-
494,3966801,4854,4.90,2.370,25.696,nan,nan,nan,-
497,4757437,6045,4.50,1.560,4.425,nan,nan,nan,-
499,4847534,5362,4.53,1.600,9.668,nan,nan,nan,-
501,4951877,5556,4.50,2.300,24.795,nan,nan,nan,-
504,5461440,5403,4.75,2.210,40.607,nan,nan,nan,-
508,6266741,5497,4.26,3.440,7.931,nan,nan,nan,-
512,6838050,5406,4.32,2.500,6.510,nan,nan,nan,-
513,6937692,6288,4.58,4.000,35.181,nan,nan,nan,-
518,8017703,4822,4.60,2.020,13.982,nan,nan,nan,-
519,8022244,5807,4.52,2.500,11.904,nan,nan,nan,-
521,8162789,5767,4.39,3.700,10.161,nan,nan,nan,-
523,8806123,5942,4.42,2.900,36.855,nan,nan,nan,-
524,8934495,5187,4.70,2.280,4.592,nan,nan,nan,-
526,9157634,5467,4.63,2.700,2.105,nan,nan,nan,-
528,9941859,5448,4.35,2.900,9.577,nan,nan,nan,-
532,10454313,5874,4.54,2.700,4.222,nan,nan,nan,-
533,10513530,5198,4.44,1.090,3.525,nan,nan,nan,-
534,10554999,5145,4.79,1.700,2.736,nan,nan,nan,-
535,10873260,5782,4.45,3.300,5.853,nan,nan,nan,-
536,10965008,5614,4.60,3.000,162.339,nan,nan,nan,-
537,11073351,5889,4.91,2.140,2.820,nan,nan,nan,-
541,11656721,5369,4.71,2.500,13.646,nan,nan,nan,-
542,11669239,5509,4.36,1.520,13.818,nan,nan,nan,-
543,11823054,5166,4.72,1.420,3.138,nan,nan,nan,-
546,12058931,5989,4.49,2.200,9.826,nan,nan,nan,-
547,12116489,5086,4.62,3.800,25.303,nan,nan,nan,-
548,12600735,6154,4.57,3.220,21.300,nan,nan,nan,-
551,4270253,5627,4.67,2.000,5.688,nan,nan,nan,-
555,5709725,5218,4.63,1.410,3.702,nan,nan,nan,-
557,5774349,5002,4.42,2.640,15.656,nan,nan,nan,-
558,5978361,5281,4.58,2.200,9.178,nan,nan,nan,-
561,6665695,5059,4.59,1.820,5.379,nan,nan,nan,-
563,6707833,5879,4.48,1.920,15.285,nan,nan,nan,-
564,6786037,5686,4.53,1.410,6.217,nan,nan,nan,-
566,7119481,5865,4.56,2.400,25.855,nan,nan,nan,-
567,7445445,5536,4.52,2.900,10.688,nan,nan,nan,-
568,7595157,5265,4.86,0.740,2.359,nan,nan,nan,-
572,8193178,5666,4.31,1.360,4.939,nan,nan,nan,-
573,8344004,5729,4.35,1.840,2.062,nan,nan,nan,-
574,8355239,5047,4.67,1.170,10.400,nan,nan,nan,-
575,8367113,5979,4.48,2.600,24.316,nan,nan,nan,-
577,8558011,5043,4.31,3.330,39.679,nan,nan,nan,-
578,8565266,5777,4.36,4.000,6.412,nan,nan,nan,-
580,8625925,5603,4.92,2.940,6.521,nan,nan,nan,-
583,9076513,5735,4.55,1.500,2.437,nan,nan,nan,-
584,9146018,5350,4.80,0.910,6.471,nan,nan,nan,-
585,9279669,5437,4.74,2.480,3.722,nan,nan,nan,-
587,9607164,5112,4.42,2.900,14.035,nan,nan,nan,-
592,9957627,5810,4.41,3.000,39.751,nan,nan,nan,-
597,10600261,5833,4.42,1.460,2.092,nan,nan,nan,-
600,10718726,5869,4.45,2.310,3.596,nan,nan,nan,-
602,12459913,6007,4.41,2.750,12.914,nan,nan,nan,-
611,6309763,6122,4.55,12.200,3.252,nan,nan,nan,-
612,6587002,5105,4.22,2.500,20.740,nan,nan,nan,-
614,7368664,5675,4.89,7.900,12.875,nan,nan,nan,-
617,9846086,5594,4.53,39.000,37.865,nan,nan,nan,-
622,12417486,5171,4.31,6.600,155.043,nan,nan,nan,-
623,12068975,6191,4.07,1.180,5.599,nan,nan,nan,-
625,4449034,6199,3.86,47.000,38.138,nan,nan,nan,-
626,4478168,6134,4.40,0.960,8.029,nan,nan,nan,-
627,4563268,5851,4.22,1.220,4.165,nan,nan,nan,-
628,4644604,5668,4.25,3.100,14.486,nan,nan,nan,-
629,4656049,6203,4.18,3.100,40.699,nan,nan,nan,-
633,4841374,5759,4.03,5.800,161.479,nan,nan,nan,-
641,5131180,4054,4.33,1.830,14.852,nan,nan,nan,-
645,5374854,5890,4.09,2.900,8.503,nan,nan,nan,-
647,5531694,6154,4.38,1.810,5.169,nan,nan,nan,-
649,5613330,6000,4.29,2.500,23.450,nan,nan,nan,-
655,5966154,6249,4.44,2.770,25.672,nan,nan,nan,-
657,6020753,4632,4.63,1.610,4.069,nan,nan,nan,-
659,6125481,6463,4.23,2.700,23.206,nan,nan,nan,-
660,6267535,5250,4.15,2.800,6.080,nan,nan,nan,-
662,6365156,5889,4.41,2.100,10.214,nan,nan,nan,-
663,6425957,4156,4.53,1.490,2.756,nan,nan,nan,-
664,6442340,5725,4.24,1.290,7.782,nan,nan,nan,-
666,6707835,5553,4.59,2.570,22.248,nan,nan,nan,-
670,7033671,5608,4.35,1.770,9.489,nan,nan,nan,-
671,7040629,6250,4.50,1.430,4.229,nan,nan,nan,-
672,7115785,5565,4.16,0.550,0.567,nan,nan,nan,-
674,7277317,4864,3.67,12.700,16.339,nan,nan,nan,G
679,7515212,5750,4.00,0.940,16.258,nan,nan,nan,-
680,7529266,6060,4.35,8.000,8.600,nan,nan,nan,-
682,7619236,5504,4.50,10.800,562.142,nan,nan,nan,-
684,7730747,5331,3.96,30.000,4.035,nan,nan,nan,-
685,7764367,6187,4.16,2.800,3.174,nan,nan,nan,-
686,7906882,5360,4.47,11.400,52.514,nan,nan,nan,-
688,8161561,6157,4.26,2.280,3.276,nan,nan,nan,-
689,8361905,5438,4.60,1.960,15.874,nan,nan,nan,-
691,8480285,6037,4.35,3.260,29.667,nan,nan,nan,-
692,8557374,5608,4.90,1.140,2.462,nan,nan,nan,-
693,8738735,6121,4.50,2.160,15.660,nan,nan,nan,-
695,8805348,5980,4.36,2.800,29.908,nan,nan,nan,-
697,8878187,5779,4.05,4.240,3.032,nan,nan,nan,-
700,8962094,5601,4.37,1.710,9.361,nan,nan,nan,-
701,9002278,4869,4.70,1.230,5.715,nan,nan,nan,-
707,9458613,5933,4.27,1.830,5.668,nan,nan,nan,-
708,9530945,6036,4.53,1.960,7.693,nan,nan,nan,-
709,9578686,5468,4.53,2.160,21.384,nan,nan,nan,-
710,9590976,6500,4.00,1.250,3.887,nan,nan,nan,-
711,9597345,5488,4.45,1.500,3.619,nan,nan,nan,-
716,9846348,5845,4.50,6.800,26.893,nan,nan,nan,-
717,9873254,5412,4.96,0.950,3.602,nan,nan,nan,-
721,9964801,5812,4.10,2.760,13.724,nan,nan,nan,-
722,9965439,6133,4.63,2.640,46.407,nan,nan,nan,-
730,10227020,5599,4.39,1.640,7.384,nan,nan,nan,-
732,10265898,5360,4.59,2.600,1.260,nan,nan,nan,-
734,10272442,5719,4.70,3.400,24.544,nan,nan,nan,-
736,10340423,4157,4.55,1.380,6.739,nan,nan,nan,-
738,10358759,5711,4.54,3.800,10.338,nan,nan,nan,-
740,10395381,4711,4.64,2.210,17.672,nan,nan,nan,-
746,10526549,4681,4.55,2.640,9.274,nan,nan,nan,-
747,10583066,4357,4.68,3.200,6.029,nan,nan,nan,-
749,10601284,5374,4.78,1.660,3.941,nan,nan,nan,-
756,10872983,5787,4.51,1.560,2.567,nan,nan,nan,-
759,11018648,5401,4.56,4.200,32.625,nan,nan,nan,-
760,11138155,5887,4.62,10.900,4.959,nan,nan,nan,-
762,11153539,5779,4.60,2.500,4.499,nan,nan,nan,-
763,11242721,5788,4.39,12.600,19.651,nan,nan,nan,-
764,11304958,5263,4.37,4.700,41.440,nan,nan,nan,-
766,11403044,5913,4.47,4.000,4.126,nan,nan,nan,-
769,11460018,5461,4.64,2.300,4.281,nan,nan,nan,-
771,11465813,5517,4.40,15.700,670.650,nan,nan,nan,-
772,11493732,5885,4.41,13.100,61.257,nan,nan,nan,-
773,11507101,5667,4.62,2.300,38.378,nan,nan,nan,-
776,11812062,5309,4.83,5.500,3.729,nan,nan,nan,-
780,11918099,4833,4.67,2.030,2.337,nan,nan,nan,-
782,11960862,5733,4.41,5.500,6.575,nan,nan,nan,-
785,12070811,5380,4.72,2.800,12.393,nan,nan,nan,-
786,12110942,5638,4.71,1.880,3.690,nan,nan,nan,-
787,12366084,5615,4.53,2.800,4.431,nan,nan,nan,-
788,12404086,4950,4.63,3.000,26.395,nan,nan,nan,-
790,12470844,5176,5.06,2.460,8.472,nan,nan,nan,-
794,2713049,5744,4.49,2.200,2.539,nan,nan,nan,-
795,3114167,5455,4.80,3.500,6.770,nan,nan,nan,-
800,3342970,5938,4.61,3.200,2.711,nan,nan,nan,-
804,3641726,5136,4.53,2.600,9.029,nan,nan,nan,-
813,4275191,5357,4.73,7.700,3.896,nan,nan,nan,-
814,4476123,5236,4.86,2.800,22.367,nan,nan,nan,-
815,4544670,5344,4.49,33.000,34.844,nan,nan,nan,-
816,4664847,5699,4.50,4.300,7.748,nan,nan,nan,-
821,5021899,5408,4.41,3.600,21.813,nan,nan,nan,-
824,5164255,4829,4.44,9.600,15.376,nan,nan,nan,-
825,5252423,4735,4.58,1.580,4.715,nan,nan,nan,-
826,5272878,5557,4.84,2.590,6.366,nan,nan,nan,-
829,5358241,5858,4.57,2.100,9.752,nan,nan,nan,-
830,5358624,4915,4.90,9.770,3.526,nan,nan,nan,-
833,5376067,5781,4.66,44.000,3.951,nan,nan,nan,-
834,5436502,5614,4.60,1.100,2.091,nan,nan,nan,-
835,5456651,4817,4.95,2.250,11.763,nan,nan,nan,-
843,5881688,5784,4.40,5.900,4.190,nan,nan,nan,-
844,6022556,5381,4.81,3.600,3.710,nan,nan,nan,-
845,6032497,5646,4.44,3.500,16.330,nan,nan,nan,-
846,6061119,5612,4.60,16.200,27.808,nan,nan,nan,-
847,6191521,5469,4.56,5.400,80.872,nan,nan,nan,-
849,6276477,5303,4.47,2.400,10.355,nan,nan,nan,-
850,6291653,5236,4.55,8.400,10.526,nan,nan,nan,-
852,6422070,5448,4.47,2.100,3.762,nan,nan,nan,-
855,6522242,5316,4.59,12.200,41.408,nan,nan,nan,-
856,6526710,5858,4.59,15.000,39.749,nan,nan,nan,-
861,6685526,5066,4.63,1.790,2.237,nan,nan,nan,-
863,6784235,5651,4.59,2.700,3.168,nan,nan,nan,-
864,6849310,5337,4.77,2.600,9.767,nan,nan,nan,-
873,7118364,5470,4.78,1.940,4.347,nan,nan,nan,-
878,7303253,4749,4.28,3.000,23.589,nan,nan,nan,-
880,7366258,5512,4.49,1.410,2.383,nan,nan,nan,-
881,7373451,5053,4.82,3.310,21.022,nan,nan,nan,-
887,7458762,5601,4.53,2.500,7.411,nan,nan,nan,-
890,7585481,5976,4.56,8.200,8.099,nan,nan,nan,-
891,7663691,5851,4.59,3.100,10.007,nan,nan,nan,-
893,7685981,5729,4.46,2.300,4.408,nan,nan,nan,-
900,7938496,5692,4.33,4.600,13.810,nan,nan,nan,-
901,8013419,4213,4.72,5.120,12.733,nan,nan,nan,-
906,8226994,5017,4.56,0.990,4.148,nan,nan,nan,-
907,8247638,5634,4.35,1.660,4.791,nan,nan,nan,-
908,8255887,5391,4.25,8.500,4.708,nan,nan,nan,-
910,8414716,5017,4.86,2.670,5.392,nan,nan,nan,-
914,8552202,5479,4.96,1.980,3.887,nan,nan,nan,-
916,8628973,5401,4.48,4.000,3.315,nan,nan,nan,-
920,8689031,5330,4.86,2.920,21.804,nan,nan,nan,-
921,8689373,5046,4.71,1.700,3.784,nan,nan,nan,-
923,8883593,5669,4.60,3.200,5.743,nan,nan,nan,-
924,8951215,5951,4.53,3.900,39.476,nan,nan,nan,-
926,9077124,5741,4.56,3.500,3.166,nan,nan,nan,-
928,9140402,5450,4.53,2.560,2.494,nan,nan,nan,-
929,9141746,5820,4.42,8.700,6.492,nan,nan,nan,-
931,9166862,5714,4.78,11.100,3.856,nan,nan,nan,-
935,9347899,6345,4.70,1.960,9.617,nan,nan,nan,-
937,9406990,5349,4.68,2.420,20.835,nan,nan,nan,-
